"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","ContractAddress","Value_IN(AVAX)","Value_OUT(AVAX)","CurrentValue @ $37.1145877926164/AVAX","TxnFee(AVAX)","TxnFee(USD)","Historical $Price/AVAX","Status","ErrCode","Method"
"0x4651630da0637e78e976f05bb1f538fe24f311febb8038ce6174307673ca75ae","32347574","1688841078","2023-07-08 18:31:18","0xc40b59fd2c8123a75eaad9de65348a5d363ed7bb","0x47c884609642d25e916c23815a0a8a0704728c47","","0.008668311251324056","0","0.321720798950991","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x2d816deb29ac5b0f964d09671385f258888ab9139be6507cc40b64a975a9f7f3","32347574","1688841078","2023-07-08 18:31:18","0x7fd7d1f558a85947c603a02541d1d192b0477435","0x47c884609642d25e916c23815a0a8a0704728c47","","0.00854703011628682","0","0.317219499617063","0.0005775","0.021433674450236","13.64","","","Transfer"
"0xb774190785b0a585a0e5dcec4b2154b0755a8dd0536c4afacf4b0e1dd0aaf0eb","32347574","1688841078","2023-07-08 18:31:18","0xa4188edf52a75442679173ed70791494de3333c4","0x47c884609642d25e916c23815a0a8a0704728c47","","0.0589513204994902","0","2.187953960169","0.0005775","0.021433674450236","13.64","","","Transfer"
"0xbee15612e8db699239e6bf5ef2b4c662f8ca82a17c4dd44c21d1d3fc5b66babc","32347574","1688841078","2023-07-08 18:31:18","0x318df30c8cbaddb7d9889549855b6aee6dc94ab6","0x47c884609642d25e916c23815a0a8a0704728c47","","0.07687677814470986","0","2.85324993166533","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x82e9771bab0057feb2a056bdd609f0a545ef4860b4ab6df6543e48d7cc71bf3e","32347574","1688841078","2023-07-08 18:31:18","0x8f57920cabef8f522d8321409f0102e145d7b0cb","0x47c884609642d25e916c23815a0a8a0704728c47","","0.06780249690607555","0","2.51646172397914","0.0005775","0.021433674450236","13.64","","","Transfer"
"0xdb49bc0d57e5976bf736335ee4b893cf3fa7fb3ec7a84cf7f155bca6ed596e01","32347574","1688841078","2023-07-08 18:31:18","0xe0d2ead3c7f5fe7321b49584543ca7d1c1c63b93","0x47c884609642d25e916c23815a0a8a0704728c47","","0.05907078434605844","0","2.1923878115905","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x89d5874759a378dd17b4df932517409ed291bf6fb84a5a8553d7fc73694930cc","32347574","1688841078","2023-07-08 18:31:18","0x514186bd7da1ff42bc8bce8230931d19f547f538","0x47c884609642d25e916c23815a0a8a0704728c47","","0.14767308611191318","0","5.4808257191072","0.0005775","0.021433674450236","13.64","","","Transfer"
"0xcd4403df3b6ed33410499ec6336e99e76730db3111c9e31ceaafb0fb64c12fa0","32347574","1688841078","2023-07-08 18:31:18","0xe4c55dc36bc273386382fa086084d989e2a4b3fd","0x47c884609642d25e916c23815a0a8a0704728c47","","0.014870028825521672","0","0.551894990323561","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x780e9da6676794625508b8aca7fa8e2893630ba329353f064b815c69e13e03b4","32347574","1688841078","2023-07-08 18:31:18","0x57098d3af91ed28bda88f63571fd6012c735ad41","0x47c884609642d25e916c23815a0a8a0704728c47","","0.012982612606143114","0","0.481844315348227","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x606f4dccf4a16a7441da89e4deaff933a8c53a349dc11e6715842b6c48997085","32347574","1688841078","2023-07-08 18:31:18","0xa3753478114c9fe946afe48cebb5fabf3b6ee86d","0x47c884609642d25e916c23815a0a8a0704728c47","","0.05418899776774503","0","2.01120231504487","0.0005775","0.021433674450236","13.64","","","Transfer"
